sentence,char_count,token_count
ལུང་ནག་ནང་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆུང་བ་གཞི་བཙུགས་འབད་ནི་ཨིནམ་ད་ མཆོད་རྟེན གཡུས་ཚན་དག་པ་ཅིག་ནང་ འབྲུག་གློག་མེ་ལས་འཛིན་གཉིས་ཀྱིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའགྱོ་དོ་ཡོདཔ་ཨིན་པས།,177,44
ཡུདཔ་ཐེངས་ཅིག་ གྲོང་ཚོ མ་དངུལ་ཚུ་དགོཔ་ཡོདཔ་སྦེ་ཨིན་པས།,54,13
ལུང་ནག་ནང་ལུ་ རྒྱལ་ཁབ་ཀྱི་གནས་སྟངས་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགཡུས་ཚན་དག་པ་ཅིག་ནང་ དར་ལྡན འབྲུག་གློག་མེ་ལས་འཛིན་གཉིས་ཀྱིས་ ད་ལྟོ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམ་དངུལ་ཚུ་དགོཔ་ཡོདཔ་སྦེ་ཨིན་པས།,189,48
ལུང་ནག་ནང་ལུ་ རྒྱུ་དཀའ།,23,6
ཐིམ་ཕུག་རྫོང་ཁག་ཁྲིམས་འདུན་གྱིས་ ས་ཆ་ལན་གྲངས་ལེ་ཤ་བཙོང་མི་ ཆ་མེད་བཏང་ཡོདཔ།,74,19
༉ ཐིམ་ཕུག་རྫོང་ཁག་ཁྲིམས་འདུན་གྱིས་ འབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་གིས་ མི་མང་ལུ་ ཚོང་སྒྱུར་འཐབ་མི་དེ་ རྩོད་རྙོག་དང་ ཚད་འཛིན་འབད་མི་ཚུ་ཆ་མེད་བཏང་ཐོག་ལས་ སའི་མིང་ཐོ་དེ་ ཚོང་སྒྱུར་ཐོག་ལས་ ཉོ་མི་ལུ་ སྤོ་སོར་འབད་དགོཔ་སྦེ་ བཀའ་རྒྱ་གནང་ཡོདཔ་ཨིན་པས།,234,57
འཁྲུན་ཆོད་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསྤྱི་ལོ་༢༠༡༩ ཐིམ་ཕུ བཙོང་ཡོདཔ་ད་ འབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཁྲིམས་འདུན་ལས་ ཤེས་ཡོན ངོས་ལེན་འབད་ནི་ཨིན་ཟེར་ཨིན་པས།,176,42
འཁྲུན་ཆོད་ནང་ འབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བཙོང་ཡོདཔ་ད་ འབྲུག་གི་གནས་ཚུལ འབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་ནང་ མགོ་རྙོག་ཡོདཔ་སྦེ་ཨིན་པས།,151,35
སྤྱི་ལོ་༢༠༡༥ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལངོས་ལེན་འབད་ནི་ཨིན་ཟེར་ཨིན་པས།,67,17
འཁྲུན་ཆོད་ནང་ གཞི་འཛུགས འབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་གིས་ བཀའ་གནང་ཡོདཔ་ཨིན་པས།,73,16
ཁྲིམས་འདུན་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་ནང་ བདེ་སྨིན མགོ་རྙོག་ཡོདཔ་སྦེ་ཨིན་པས།,101,23
སྤྱི་ལོ་༢༠༡༥ རྒྱལ་ཡོངས་ས་ཆ་ལྷན་ཚོགས་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབྲུག་རྒྱལ་ཡོངས་དངུལ་ཁང་གིས་ ཐིམ་ཕུ བཀའ་གནང་ཡོདཔ་ཨིན་པས།,120,29
ཁྲིམས་འདུན་ལས་ གཏའ་མར་བཙུགས་ཏེ་ཡོད་པའི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམགོ་རྙོག་ཡོདཔ་སྦེ་ཨིན་པས།,89,21
སྤྱི་ལོ་༢༠༡༥ གནས་འཁོར རྒྱལ་ཡོངས་ས་ཆ་ལྷན་ཚོགས་ལུ་ ས་ཆ་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཀའ་གནང་ཡོདཔ་ཨིན་པས།,101,26
རྩོད་རྙོག་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,38,10
སོ་ནམ་པའི་ཐོ་བཀོད་རིམ་ལུགས་ཀྱིས་ དམིགས་ཡུལ་གྱི་ རྒྱབ་སྐྱོར་འབད་ཚུགས་ནི།,71,16
༉ སྤ་རོ་ བཙན་ཏོག་རྒེད་འོག་གི་ བྱང་ཁ་ཐུག་གི་ ལུང་གཤོང་ནང་ལས་ སྐྱེ་ལོ་༤༠ ལང་མི་ བཙན་སྐྱོགས་ཚེ་རིང་གིས་ བྲག་སྐྱེས་མཉམ་ལས་སྡེ་ཚན་དང་ཅིག་ཁར་ མི་སྡེའི་སྡེ་ཚན་ཚུ་གིས་སྦེ་ གཡག་འཚོ་སྐྱོང་དང་ ཐོན་སྐྱེད་ཡར་སེང་འབད་ནིའི་ ཐབས་ལམ་སྒྲིག་དོ་ཡོདཔ་ཨིན་པས།,237,59
གཞུང་གི་ལས་ཚབ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརིམ་ལུགས་ཚུ་གི་སྙན་ཞུ་དེ་ བླ་མ སོ་ནམ་ཐོ་བཀོད་རིམ་ལུགས་ཚུ་ འབད་བརྩོན་བསྐྱེད་དོ་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བདག་སྐྱོང་དང་ ཆོས་ལྡན་ བཀྲམ་སྤེལ་འབད་དོ་ཡོདཔ་ཨིན་པས།,205,52
གཞུང་གི་ལས་ཚབ་དང་ བསྒྱུར་བཅོས་འབད་ཡོདཔ་སྦེ་ཨིན་པས།,50,12
ཐོ་བཀོད་ཀྱི་སྐབས་ལུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསོ་ནམ་ཐོ་བཀོད་རིམ་ལུགས་ཚུ་ རྫོང་ཁ འབད་བརྩོན་བསྐྱེད་དོ་ཡོདཔ་ད་ བྱང་ཁ་ཐུག་གི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབཀྲམ་སྤེལ་འབད་དོ་ཡོདཔ་ཨིན་པས།,174,43
གཞུང་གི་ལས་ཚབ་དང་ དགྲ་ཁྲོད་ཕུག བསྒྱུར་བཅོས་འབད་ཡོདཔ་སྦེ་ཨིན་པས།,63,15
ཐོ་བཀོད་ཀྱི་སྐབས་ལུ་ གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལའབད་བརྩོན་བསྐྱེད་དོ་ཡོདཔ་ད་ གནས་འཁོར བྱང་ཁ་ཐུག་གི་ བསྒྱུར་བཅོས་འགྱོ་དོ་ཟེར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབསྒྱུར་བཅོས་འབད་ཡོདཔ་སྦེ་ཨིན་པས།,182,42
ཐོ་བཀོད་ཀྱི་སྐབས་ལུ་ བསོད་ནམས་ གིས་ ལེགས་ཐོན་ཅན་སྦེ་འོང་ནི་ཨིན་པས།,66,16
འདི་ཚུ་གིས་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ བྱང་ཁ་ཐུག་གི་ བསོད་ནམས་ བསྒྱུར་བཅོས་འགྱོ་དོ་ཟེར་ སོ་ནམ་འཆར་གཞི་སྙན་ཞུ་འབད་ནི་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགིས་ སྤུ་ན་ཁ ལེགས་ཐོན་ཅན་སྦེ་འོང་ནི་ཨིན་པས།,189,49
འདི་ཚུ་གིས་སྦེ་ བཤད་པའི་ཁར་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལབསྒྱུར་བཅོས་འགྱོ་དོ་ཟེར་ འབྲུག སོ་ནམ་འཆར་གཞི་སྙན་ཞུ་འབད་ནི་ཚུ་ སོ་ནམ་ཐོན་སྐྱེད་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལེགས་ཐོན་ཅན་སྦེ་འོང་ནི་ཨིན་པས།,189,47
འདི་ཚུ་གིས་སྦེ་ ཨེ་མ་དར་ཚི བཤད་པའི་ཁར་ ལག་ལེན་ལམ་ལུགས་ཚུ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལསོ་ནམ་འཆར་གཞི་སྙན་ཞུ་འབད་ནི་ཚུ་ གནས་འཁོར སོ་ནམ་ཐོན་སྐྱེད་ནང་ སོ་ནམ་ས་ཆ་གོང་འཕེལ་ལས་སྣ་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ,196,54
རིན་ཐང་ཅན་གྱི་ལྟ་བཤལཔ་ ཚུལ་ལྡན་འགྱོ་མ་ཚུགས་མི་གིས་ ལཱ་གཡོག་གི་གྱངས་ཁ་མར་བབས།,76,20
ལཱ་གཡོག་ནང་ལས་ གཞི་འཛུགས གདོང་ཐུག་འབད་མི་ལུ་བརྟེན་ཨིནམ་ད་ ཡུན་བརྟན་གོང་འཕེལ་འཐུས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ལྟ་བཤལཔ་དང་ རྒྱུ་དཀའ།,128,31
ལང་མི་ ཚད་ཅིག་ལས་བརྒལ་མིན་ནུག།,30,8
ཀུན་སྤྱོད་ཀྱི་མདུན་ལམ་བཟང་ནི་དེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལགདོང་ཐུག་འབད་མི་ལུ་བརྟེན་ཨིནམ་ད་ འབད་དགོས་ ཡུན་བརྟན་གོང་འཕེལ་འཐུས་ ཀརྨ་བདེ་ཆེན་གྱི་སྐོར་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལང་མི་ ཆེད་གཞི ཚད་ཅིག་ལས་བརྒལ་མིན་ནུག།,211,51
ཀུན་སྤྱོད་ཀྱི་མདུན་ལམ་བཟང་ནི་དེ་ མཐོང་ས་ལུ་ཡོདཔ་ལས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཡུན་བརྟན་གོང་འཕེལ་འཐུས་ ཆུ་སྒྲིག ཀརྨ་བདེ་ཆེན་གྱི་སྐོར་ལས་ ལྟར་སྤྱོད་འབད་དགོཔ་འདུག།,158,37
བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཚད་ཅིག་ལས་བརྒལ་མིན་ནུག།,47,12
ཀུན་སྤྱོད་ཀྱི་མདུན་ལམ་བཟང་ནི་དེ་ གཞི་འཛུགས མཐོང་ས་ལུ་ཡོདཔ་ལས་ ཞབས་ཏོག་གི་སྤུས་ཚད་ཉམས་འགྱོ་ནི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཀརྨ་བདེ་ཆེན་གྱི་སྐོར་ལས་ མཆོད་རྟེན ལྟར་སྤྱོད་འབད་དགོཔ་འདུག།,178,43
ལས་བྱེདཔ་ལཱ་འཐེབ་འབད་མི་དང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལམཐོང་ས་ལུ་ཡོདཔ་ལས་ དུས་ཆེན ཞབས་ཏོག་གི་སྤུས་ཚད་ཉམས་འགྱོ་ནི་ ལས་རིམ་སོར་སྒྱུར་འབད་ཡོད་མི་ཚུ་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལྟར་སྤྱོད་འབད་དགོཔ་འདུག།,194,48
འབྲུག་རྒྱལ་ཁབ་ནང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཤུལ་ལས་ དགེ་འདུན་པ རིན་ཐང་ཅན་གྱི་ལྟ་བཤལ་དེ་ ད་རེས་ནངས་པར་ཡང་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ༉ བདེ་སྨིན ཆ་མཐུན་འབད་མི་ཚུགས་དོ་ཡོདཔ་ཨིན།,169,44
"འབྲུག་རྒྱལ་ཁབ་ནང་ ཟླ་རིམ་དངུལ་ཕོགས་དངུལ་ཀྲམ་༡༢,༥༠༠ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལརིན་ཐང་ཅན་གྱི་ལྟ་བཤལ་དེ་ གཞུང་རྒྱུན ད་རེས་ནངས་པར་ཡང་ མར་ཕབ་འབད་ཡོདཔ་ད་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལཆ་མཐུན་འབད་མི་ཚུགས་དོ་ཡོདཔ་ཨིན།",201,50
ཁྱིམ་ནང་ལཱ་འབད་མི་ ཕྱིའི་ལས་མི་བཙུགས་མི་གིས་ ཨམ་སྲུ་ཚུ་ལུ་ ཕན་ཐོགས་བྱུང་དོ་ཡོདཔ།,80,20
"ཕུན་ཚོགས་གླིང་ལུ་སྡོད་མི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ ཟླ་༡༠ གླུ་དབྱངས དེ་ཅིག་ ལཱ་གཡོག་ལས་ཁུངས་ཀྱི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདངུལ་ཀྲམ་༣,༧༥༠ སྤ་རོ དཀའ་ངལ་འདུག་ཟེར་ཨིན་པས།",164,41
ཕུན་ཚོགས་གླིང་ལུ་སྡོད་མི་ ཨ་ལུ་གསརཔ་སྐྱེས་མི་ཨའི་གིས་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལ དེ་ཅིག་ མོག་མོག ལཱ་གཡོག་ལས་ཁུངས་ཀྱི་ ཉེན་སྐྱོབ་ཡོདཔ་སྦེ་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལདཀའ་ངལ་འདུག་ཟེར་ཨིན་པས།,183,45
ཕུན་ཚོགས་གླིང་ལུ་སྡོད་མི་ ནི ཨ་ལུ་གསརཔ་སྐྱེས་མི་ཨའི་གིས་ བཞེས་སྒོ་འབད་ནི་ བརྡ་ལམ་གྱི་ནང་དུ་གནས་ཚུལལཱ་གཡོག་ལས་ཁུངས་ཀྱི་ དབང་འདུས ཉེན་སྐྱོབ་ཡོདཔ་སྦེ་ མི་ཆོག་ཟེར་ཨིན་པས།,166,40
